MASV1,F_MAKH,F_TENLOP,F_KHOI,F_MANG,F_TENNGVN
6211837,QL,QL11B201,DHQLKS211,KS2,QLý Công Nghiệp (B2)
23639274,QL,QL11B201,DHQLKS211,KS2,QLý Công Nghiệp (B2)
45192918,QL,QL11B201,DHQLKS211,KS2,QLý Công Nghiệp (B2)
92657847,QL,QL11B201,DHQLKS211,KS2,QLý Công Nghiệp (B2)
28927726,QL,QL11B201,DHQLKS211,KS2,QLý Công Nghiệp (B2)
72665754,QL,QL11B201,DHQLKS211,KS2,QLý Công Nghiệp (B2)
41310173,QL,QL11B201,DHQLKS211,KS2,QLý Công Nghiệp (B2)
23060148,QL,QL11B201,DHQLKS211,KS2,QLý Công Nghiệp (B2)
28136428,QL,QL11B201,DHQLKS211,KS2,QLý Công Nghiệp (B2)
61705973,QL,QL11B201,DHQLKS211,KS2,QLý Công Nghiệp (B2)
69273845,QL,QL11B201,DHQLKS211,KS2,QLý Công Nghiệp (B2)
41339968,QL,QL11B201,DHQLKS211,KS2,QLý Công Nghiệp (B2)
34242056,QL,QL11B201,DHQLKS211,KS2,QLý Công Nghiệp (B2)
87745414,QL,QL11B201,DHQLKS211,KS2,QLý Công Nghiệp (B2)
52111245,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
70996001,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
72635515,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
78960676,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
68786377,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
50860569,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
50903211,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
63047241,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
57098637,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
44707246,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
89698367,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
98242814,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
57504249,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
2842753,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
40811024,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
49400228,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
72854775,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
42507156,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
17641818,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
28831144,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
28359727,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
31568484,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
66292541,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
99145736,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
14195224,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
18085381,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
1068444,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
57436716,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
57498189,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
28142717,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
92291847,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
41572496,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
70598806,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
49300246,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
38820439,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
39671183,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
88300908,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
15896127,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
34344429,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
61078585,XD,XD11B2CD,DHXDCA211,CA2,Cầu Đường (B2)
39001674,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
77192702,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
25378304,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
70695548,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
92740388,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
12509439,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
56483818,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
33468299,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
68588502,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
76713874,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
47367665,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
83415911,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
23350621,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
18604072,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
89944143,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
52517315,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
21431501,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
62969438,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
18706297,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
86666720,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
66181243,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
11454547,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
43222844,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
89630089,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
80850917,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
97053135,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
69630379,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
39747778,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
83286425,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
51495642,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
20844714,XD,XD11B201,DHXDXD211,XD2,Xây dựng (B2)
9212523,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
79098203,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
47954725,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
62313382,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
9021127,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
95271098,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
90985830,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
93241462,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
34104455,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
93935945,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
94515039,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
50061012,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
84200777,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
93792303,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
60917088,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
92852472,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
84102155,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
91851533,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
81300315,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
13652611,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
19714644,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
2709836,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
72240980,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
25130671,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
95534984,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
18427782,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
95136156,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
20058774,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
41831156,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
83148455,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
36508810,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
98508857,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
97919523,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
33106217,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
75783878,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
96201688,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
36185853,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
256785,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
23191670,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
77241615,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
13687024,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
60671589,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
85802749,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
72768872,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
10174161,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
77079627,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
34819199,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
6901026,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
24052868,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
14394760,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
97646847,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
80913866,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
12717354,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
92044954,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
74827413,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
39498577,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
81296783,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
96484435,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
15850465,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
24991030,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
13490511,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
70610169,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
62703366,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
20658599,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
23910943,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
83849203,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
16742975,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
34131041,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
4537506,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
39864413,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
59746910,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
96596451,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
62527679,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
85686335,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
90569747,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
9304761,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
18826213,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
2612430,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
11573748,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
88323994,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
26194021,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
47007700,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
84783616,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
21385260,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
13126121,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
18472192,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
63529179,XD,XD11B202,DHXDXD211,XD2,Xây dựng (B2)
32021294,MT,MT1008,DHMTCTT10,CTT,MT&CôngNghệ ThôngTin
63462173,CK,CK10CK12,DHCKCKI10,CKI,Cơ khí-Cơ điện tử
6487067,QL,QL1104,DHQLQCN11,QCN,Quản Lý Công Nghiệp
16411698,CK,CK11CK02,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
28778129,DD,DD11BK02,DHDDDDT11,DDT,Điện - Điện tử
9493707,UD,KU1102,DHUDCVK11,CVK,Cơ KT- Vật lý KT
65735577,VP,VP2011/1,DHVPVPP11,VPP,KS CLC Việt Pháp
38618671,HC,HC11HC02,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
41872430,CK,CK11CK01,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
5665185,DD,DD11BK01,DHDDDDT11,DDT,Điện - Điện tử
25978640,HC,HC11HC02,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
40378404,VL,VL1102,DHVLCVL11,CVL,Công nghệ vật liệu
16675661,HC,HC11HC03,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
37259985,XD,XD11TD1,DHXDTDI11,TDI,KT Trắc địa - Bản đồ
37436291,MT,MT1101,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
19661721,MO,MO1105,DHMOMTG11,MTG,Môi Trường
40733310,MO,MO1101,DHMOMTG11,MTG,Môi Trường
86490636,MT,MT1101,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
29025834,HC,HC11HC02,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
31184618,HC,HC11KTDK,DHHCHDT11,HDT,KT Hóa Dầu (TN)
63081630,CK,CK11HT2,DHCKKTH11,KTH,KT Hệ Thống CN
17620818,DD,DD11BK02,DHDDDDT11,DDT,Điện - Điện tử
13791660,MO,MO1105,DHMOMTG11,MTG,Môi Trường
63835429,DD,DD11BK01,DHDDDDT11,DDT,Điện - Điện tử
52654198,VP,VP2011/1,DHVPVPP11,VPP,KS CLC Việt Pháp
84364894,UD,KU1102,DHUDCVK11,CVK,Cơ KT- Vật lý KT
78961763,MT,MT1102,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
2549991,CK,CK11HT1,DHCKKTH11,KTH,KT Hệ Thống CN
68330461,HC,HC11HC02,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
79984781,VL,VL1102,DHVLCVL11,CVL,Công nghệ vật liệu
21807350,HC,HC11HC02,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
90118834,VL,VL1104,DHVLCVL11,CVL,Công nghệ vật liệu
73301496,HC,HC11HC02,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
20701932,HC,HC11HC02,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
20494802,DC,DC1102,DHDCDIA11,DIA,Địa chất-Dầu khí
53605277,MO,MO1101,DHMOMTG11,MTG,Môi Trường
52339611,MO,MO1101,DHMOMTG11,MTG,Môi Trường
42673476,CK,CK11CK01,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
79225919,CK,CK11HT2,DHCKKTH11,KTH,KT Hệ Thống CN
10879123,CK,CK11CK02,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
81389230,HC,HC11HC02,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
45613772,VP,VP2011/1,DHVPVPP11,VPP,KS CLC Việt Pháp
39180707,MO,MO1101,DHMOMTG11,MTG,Môi Trường
36003411,DD,DD11BK01,DHDDDDT11,DDT,Điện - Điện tử
17441309,MT,MT1102,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
19543888,XD,XD11BXD1,DHXDXDG11,XDG,Xây dựng
3719095,QL,QL1101,DHQLQCN11,QCN,Quản Lý Công Nghiệp
67635534,HC,HC11HC02,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
46997923,CK,CK11CK01,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
81451901,MT,MT1102,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
26357873,GT,GT1102,DHGTGTH11,GTH,Kỹ thuật Giao thông
60887383,DD,DD11BK01,DHDDDDT11,DDT,Điện - Điện tử
20820496,DC,DC1102,DHDCDIA11,DIA,Địa chất-Dầu khí
10018934,QL,QL1104,DHQLQCN11,QCN,Quản Lý Công Nghiệp
55264397,CK,CK11CK02,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
13136783,QL,QL1104,DHQLQCN11,QCN,Quản Lý Công Nghiệp
75703590,QL,QL1104,DHQLQCN11,QCN,Quản Lý Công Nghiệp
64062612,MO,MO1105,DHMOMTG11,MTG,Môi Trường
75158037,MO,MO1101,DHMOMTG11,MTG,Môi Trường
84469267,MT,MT1102,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
43959580,VL,VL1102,DHVLCVL11,CVL,Công nghệ vật liệu
44150406,VL,VL1102,DHVLCVL11,CVL,Công nghệ vật liệu
20704322,VL,VL1102,DHVLCVL11,CVL,Công nghệ vật liệu
9442656,UD,KU1102,DHUDCVK11,CVK,Cơ KT- Vật lý KT
39455055,CK,CK11HT2,DHCKKTH11,KTH,KT Hệ Thống CN
13366811,CK,CK11HT2,DHCKKTH11,KTH,KT Hệ Thống CN
82940449,UD,KU1102,DHUDCVK11,CVK,Cơ KT- Vật lý KT
67164791,HC,HC11HC02,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
32795715,MO,MO1105,DHMOMTG11,MTG,Môi Trường
40329424,MT,MT1102,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
4927895,DD,DD11LT04,DHDDDDT11,DDT,Điện - Điện tử
83168987,CK,CK11CK01,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
40269846,MO,MO1105,DHMOMTG11,MTG,Môi Trường
66827580,GT,GT1102,DHGTGTH11,GTH,Kỹ thuật Giao thông
59653741,UD,KU1102,DHUDCVK11,CVK,Cơ KT- Vật lý KT
73359994,CK,CK11CK02,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
97309222,HC,HC11HC03,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
75176919,VL,VL1102,DHVLCVL11,CVL,Công nghệ vật liệu
89650237,MO,MO1101,DHMOMTG11,MTG,Môi Trường
96327889,CK,CK11CK01,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
3932726,MO,MO1105,DHMOMTG11,MTG,Môi Trường
28847569,VL,VL1102,DHVLCVL11,CVL,Công nghệ vật liệu
71397241,MO,MO1101,DHMOMTG11,MTG,Môi Trường
3897312,HC,HC11HC03,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
31866532,VL,VL1104,DHVLCVL11,CVL,Công nghệ vật liệu
60723653,MT,MT1101,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
59824107,GT,GT1102,DHGTGTH11,GTH,Kỹ thuật Giao thông
96586639,HC,HC11HC03,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
26945655,GT,GT1101,DHGTGTH11,GTH,Kỹ thuật Giao thông
72394266,MT,MT1102,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
53881921,MT,MT1102,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
37746456,DD,DD11BK02,DHDDDDT11,DDT,Điện - Điện tử
86718161,VL,VL1102,DHVLCVL11,CVL,Công nghệ vật liệu
6185156,CK,CK11CK02,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
41690433,CK,CK11CK01,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
18663710,CK,CK11CK02,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
1010349,CK,CK11CK02,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
91920937,HC,HC11HC02,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
63217722,VL,VL1102,DHVLCVL11,CVL,Công nghệ vật liệu
34914763,QL,QL1104,DHQLQCN11,QCN,Quản Lý Công Nghiệp
22948905,QL,QL1104,DHQLQCN11,QCN,Quản Lý Công Nghiệp
78990945,MO,MO1101,DHMOMTG11,MTG,Môi Trường
44696874,CK,CK11HT2,DHCKKTH11,KTH,KT Hệ Thống CN
22339813,CK,CK11HT1,DHCKKTH11,KTH,KT Hệ Thống CN
54728797,CK,CK11CK01,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
87309522,UD,KU1102,DHUDCVK11,CVK,Cơ KT- Vật lý KT
66507207,MT,MT1101,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
31596497,QL,QL1101,DHQLQCN11,QCN,Quản Lý Công Nghiệp
8114972,MO,MO1101,DHMOMTG11,MTG,Môi Trường
11913038,MO,MO1101,DHMOMTG11,MTG,Môi Trường
8949926,QL,QL1104,DHQLQCN11,QCN,Quản Lý Công Nghiệp
20846878,CK,CK11CK01,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
62274914,MT,MT11KTTN,DHMTKTT11,KTT,Kỹ thuật MáyTính(TN)
33908741,HC,HC11HC03,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
40109620,MT,MT1101,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
37054970,MO,MO1101,DHMOMTG11,MTG,Môi Trường
13142871,HC,HC11HC03,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
10222325,GT,GT1102,DHGTGTH11,GTH,Kỹ thuật Giao thông
36242828,GT,GT1101,DHGTGTH11,GTH,Kỹ thuật Giao thông
86611221,QL,QL1101,DHQLQCN11,QCN,Quản Lý Công Nghiệp
77878802,VL,VL1104,DHVLCVL11,CVL,Công nghệ vật liệu
92411850,HC,HC11HC02,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
73241054,CK,CK11CK02,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
9740674,MT,MT1102,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
33189158,CK,CK11HT2,DHCKKTH11,KTH,KT Hệ Thống CN
70676893,XD,XD11VL2,DHXDVXD11,VXD,Vật liệu Xây dựng
13063414,CK,CK11DM,DHCKDMY11,DMY,Kỹ thuật Dệt May
89157554,DD,DD11BK01,DHDDDDT11,DDT,Điện - Điện tử
81949638,CK,CK11HT2,DHCKKTH11,KTH,KT Hệ Thống CN
60275454,CK,CK11HT1,DHCKKTH11,KTH,KT Hệ Thống CN
819016,CK,CK11HT1,DHCKKTH11,KTH,KT Hệ Thống CN
34702201,MT,MT1101,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
85329786,HC,HC11HC03,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
20001869,HC,HC11HC02,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
17190287,MT,MT1102,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
44924719,HC,HC11HC03,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
22425309,XD,XD11KT,DHXDKTR11,KTR,Kiến Trúc
35556316,XD,XD11BXD1,DHXDXDG11,XDG,Xây dựng
80981846,MO,MO1101,DHMOMTG11,MTG,Môi Trường
38094432,XD,XD11BXD1,DHXDXDG11,XDG,Xây dựng
13965584,DD,DD11BK01,DHDDDDT11,DDT,Điện - Điện tử
28410180,DD,DD11BK02,DHDDDDT11,DDT,Điện - Điện tử
80145759,XD,XD11VL2,DHXDVXD11,VXD,Vật liệu Xây dựng
18523797,MT,MT1101,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
31544242,MO,MO1105,DHMOMTG11,MTG,Môi Trường
95332474,CK,CK11DM,DHCKDMY11,DMY,Kỹ thuật Dệt May
54271210,UD,KU1102,DHUDCVK11,CVK,Cơ KT- Vật lý KT
64772045,CK,CK11HT1,DHCKKTH11,KTH,KT Hệ Thống CN
86913372,CK,CK11CK01,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
2849045,QL,QL1101,DHQLQCN11,QCN,Quản Lý Công Nghiệp
15687431,DD,DD11BK01,DHDDDDT11,DDT,Điện - Điện tử
44989839,DD,DD11BK02,DHDDDDT11,DDT,Điện - Điện tử
27331337,QL,QL1104,DHQLQCN11,QCN,Quản Lý Công Nghiệp
59266593,MO,MO1101,DHMOMTG11,MTG,Môi Trường
68438521,DD,DD11BK01,DHDDDDT11,DDT,Điện - Điện tử
53026718,CK,CK11CK01,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
8747432,DD,DD11BK01,DHDDDDT11,DDT,Điện - Điện tử
63577604,CK,CK11CK01,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
71961173,UD,KU1102,DHUDCVK11,CVK,Cơ KT- Vật lý KT
42599320,UD,KU1102,DHUDCVK11,CVK,Cơ KT- Vật lý KT
67781002,DD,DD11BK01,DHDDDDT11,DDT,Điện - Điện tử
49559789,DD,DD11BK01,DHDDDDT11,DDT,Điện - Điện tử
97876077,HC,HC11HC03,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
43628732,HC,HC11HC02,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
95178131,HC,HC11HC02,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
35393561,HC,HC11HC03,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
33174883,QL,QL1104,DHQLQCN11,QCN,Quản Lý Công Nghiệp
27698339,GT,GT1102,DHGTGTH11,GTH,Kỹ thuật Giao thông
85334746,GT,GT1101,DHGTGTH11,GTH,Kỹ thuật Giao thông
35875297,XD,XD11VL2,DHXDVXD11,VXD,Vật liệu Xây dựng
87979720,XD,XD11XD03,DHXDXDG11,XDG,Xây dựng
2458703,DD,DD11LT01,DHDDDDT11,DDT,Điện - Điện tử
23662280,HC,HC11HC03,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
79914853,VL,VL1102,DHVLCVL11,CVL,Công nghệ vật liệu
17911887,DD,DD11LT01,DHDDDDT11,DDT,Điện - Điện tử
36775593,DD,DD11LT01,DHDDDDT11,DDT,Điện - Điện tử
6982895,MO,MO1101,DHMOMTG11,MTG,Môi Trường
11900766,DC,DC11MT,DHDCDCM11,DCM,Địa chất môi trường
18398258,HC,HC11HC04,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
52588143,MO,MO1101,DHMOMTG11,MTG,Môi Trường
7179492,DD,DD11BK01,DHDDDDT11,DDT,Điện - Điện tử
63138204,CK,CK11CK01,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
29219546,CK,CK11DM,DHCKDMY11,DMY,Kỹ thuật Dệt May
12668677,VL,VL1102,DHVLCVL11,CVL,Công nghệ vật liệu
78237840,DD,DD11LT04,DHDDDDT11,DDT,Điện - Điện tử
76756405,MO,MO1101,DHMOMTG11,MTG,Môi Trường
17483714,CK,CK11CK02,DHCKCKI11,CKI,Cơ khí-Cơ điện tử
88427581,UD,KU1103,DHUDCVK11,CVK,Cơ KT- Vật lý KT
79863975,DD,DD11LT04,DHDDDDT11,DDT,Điện - Điện tử
46914853,XD,XD11BXD1,DHXDXDG11,XDG,Xây dựng
85302557,HC,HC11HC06,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
82636570,MT,MT1101,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
12911070,XD,XD11TD1,DHXDTDI11,TDI,KT Trắc địa - Bản đồ
1436370,DD,DD11LT04,DHDDDDT11,DDT,Điện - Điện tử
